event,scene,speakerID,Jane Foster (1),Darcy Lewis (2),Erik Selvig (3),Thor (4),Odin (5),Loki (6),Volstagg (7),Fandral (8),Hogun (9),Sif (10),Heimdall (11),King Laufey (12),Phil Coulson (13),Frigga (14),Jasper Sitwell (15),Clint Barton (16),Agent Garrett (17),Agent Jackson (18),Nick Fury (19)
291,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,20,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311,21,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,21,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,21,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
316,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,21,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
327,22,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
328,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
329,22,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
330,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331,22,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
332,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333,22,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
334,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,23,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,23,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,24,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,24,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,24,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
362,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,24,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,24,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,24,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,25,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
371,26,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,26,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
375,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
376,26,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
378,26,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,26,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
380,27,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,28,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
383,28,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,28,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,29,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,29,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
396,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
397,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
398,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
399,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
400,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,30,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,30,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
403,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
405,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
407,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
408,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
409,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
412,31,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,31,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
414,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,32,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,32,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,33,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,34,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,34,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,34,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
449,34,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
450,34,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
451,34,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,34,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
453,34,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,34,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
455,35,11,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
456,35,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,35,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458,35,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459,35,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,35,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,35,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
462,36,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,36,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
465,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
467,38,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,38,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,38,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
470,38,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,38,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,38,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,38,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
474,38,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,38,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
476,38,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,39,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,39,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
479,39,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
480,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
481,40,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
482,40,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
483,40,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
484,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,41,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,41,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
489,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,41,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
491,41,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,41,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
493,41,10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
494,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,41,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
497,41,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
498,41,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
499,41,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,41,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
501,41,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,41,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
503,41,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,41,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
515,41,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,41,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
517,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
518,41,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,41,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,42,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
522,43,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
523,43,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,43,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,44,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
526,45,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,45,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
528,45,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
530,45,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
531,45,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,45,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,45,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,45,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535,45,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,46,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,47,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
539,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
541,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
545,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
550,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,48,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,48,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,48,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
554,48,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
555,49,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
557,50,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
558,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
559,51,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,51,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,51,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,51,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,52,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
564,52,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,52,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
566,52,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,53,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,53,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,53,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,53,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,54,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572,54,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,55,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,55,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
577,55,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
579,55,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,55,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
