eventID,sceneID,speakerID,Happy Hogan (1),Tony Stark (2),Maya Hansen (3),Ho Yinsen (4),Aldrich Killian (5),JARVIS (6),James Rhodes (7),Pepper Potts (8),Savin (9),Taggart (10),Harley Keener (11),Brandt (12),Mrs. Davis (13),Gary (14),Trevor Slattery (15),VP Rodriguez (16),President Ellis (17),Bruce Banner (18)
281,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,17,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,18,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,18,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
301,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,18,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,18,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,18,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,18,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,18,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
330,18,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332,19,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
335,19,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
336,20,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,21,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,21,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,22,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,23,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
344,23,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
346,24,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
348,24,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,24,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,24,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,24,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,25,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
367,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
373,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
375,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
377,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
382,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
384,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
386,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
390,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
392,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
393,26,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,26,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
395,27,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,27,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
397,27,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,27,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
399,27,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,27,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
401,28,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
403,28,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404,28,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
405,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
406,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
410,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
412,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
413,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
415,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
417,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
419,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
421,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
424,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
426,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
428,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
430,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
432,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
436,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,29,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
447,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
449,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
451,30,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
453,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
455,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
457,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
459,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
461,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
463,31,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,31,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,32,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
466,33,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,33,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,33,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469,34,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470,34,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
471,34,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,34,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,34,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
474,34,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
477,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
482,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
484,35,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
486,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
490,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
492,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
494,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
498,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,36,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
501,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
505,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
509,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
511,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
515,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
517,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
521,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
523,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
525,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
527,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
529,37,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
531,38,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
532,38,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,38,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
534,38,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,38,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
536,38,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,38,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,38,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,38,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
541,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
542,38,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
543,38,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
545,39,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
547,39,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549,39,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
552,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
555,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
557,39,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,39,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
559,39,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,39,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
