eventID,sceneID,speakerID,Hank Pym (1),Mitchell Carson (2),Howard Stark (3),Peggy Carter (4),Peachy (5),Scott Lang (6),Luis (7),Dale (8),Dave (9),Kurt (10),Hope Van Dyne (11),Darren Cross (12),Frank (13),Cassie Lang (14),Paxton (15),Maggie Lang (16),Sam Wilson (17)
542,53,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,53,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
544,53,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
545,53,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
546,53,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
547,53,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
548,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
549,53,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,53,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
551,53,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,53,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553,53,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
554,53,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
555,53,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
556,53,7,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
557,53,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
558,53,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
559,54,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
560,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
561,54,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
562,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
563,54,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
564,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,54,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
566,54,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
567,54,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
568,54,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
569,54,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
570,54,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
571,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
572,54,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
573,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
574,54,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
575,55,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
576,55,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
577,55,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
578,55,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
579,55,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
580,55,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
581,55,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
582,56,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
583,56,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
584,56,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
585,56,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,56,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
587,56,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
588,56,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
589,56,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
590,56,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591,56,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
592,56,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
593,56,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
594,56,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
595,56,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
596,57,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
597,57,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
598,57,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599,58,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
600,58,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
601,58,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
602,58,10,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
603,58,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
604,58,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
605,58,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
606,58,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
607,59,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
608,59,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
609,59,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610,59,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
611,59,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
612,59,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
613,59,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
614,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,60,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
616,61,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
617,62,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
619,63,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
621,63,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,64,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
623,64,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
624,65,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
625,66,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,66,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
627,67,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
628,67,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,67,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,67,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,67,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
632,68,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
633,68,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
634,68,6,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
635,68,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
636,68,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
637,68,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
638,68,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
639,68,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
640,68,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
641,68,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
642,68,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
643,68,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
644,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
645,68,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
646,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,68,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
648,68,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
649,68,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
650,68,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
651,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
653,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,68,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
657,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
659,68,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,68,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
661,68,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,68,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
663,68,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
664,68,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
665,68,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
666,68,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
667,68,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
668,68,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
669,68,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
670,68,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,68,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,68,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
673,69,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,70,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,70,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
676,70,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,71,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
678,71,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
679,71,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
680,71,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
681,71,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
682,71,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
683,72,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,72,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
685,73,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
686,74,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
687,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
688,74,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
689,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690,75,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
691,75,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
692,76,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
693,76,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
694,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
695,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
696,77,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
697,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
698,77,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
699,77,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
700,78,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
701,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
702,79,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
703,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
704,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
705,79,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
706,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,79,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
708,79,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
709,79,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
710,79,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
711,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
712,79,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
713,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
714,79,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
715,79,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
716,79,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
717,79,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
718,79,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
719,79,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
720,79,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
721,80,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
722,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
723,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
724,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
725,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
726,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
727,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
728,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
729,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
730,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
731,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
732,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
733,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
734,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
735,80,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
736,80,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
737,81,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,81,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
739,81,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
740,81,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
741,82,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
742,82,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
743,83,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
744,83,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
745,83,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
746,83,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
747,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
748,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
749,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
750,83,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
751,83,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
752,83,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
753,83,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
754,83,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
755,83,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
756,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
757,83,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
758,83,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
759,83,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
760,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
761,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762,84,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
764,84,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
765,84,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,84,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
767,84,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,84,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
769,84,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
770,84,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
771,84,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,84,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
773,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
774,84,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
776,84,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
778,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
780,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
781,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
782,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
783,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
784,85,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
785,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
786,85,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
788,85,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
789,85,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
790,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
791,85,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
792,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
793,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
794,85,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
795,85,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
796,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
797,85,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
799,85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
800,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
801,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
802,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
805,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,86,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,86,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
810,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
811,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
812,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
813,87,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
