eventID,sceneID,speakerID,N'Jobu (1),Zuri (2),T'Chaka (3),Okoye (4),T'Challa (5),Nakia (6),Ramonda (7),Shuri (8),Ayo (9),Erik Killmonger (10),Ulysses Klaue (11),M'Baku (12),W'Kabi (13),Sophia (14),Everett Ross (15),Linda (16),Bucky Barnes (17)
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,3,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
39,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41,4,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,5,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
43,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
45,5,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
56,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,5,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,5,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
64,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
65,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
66,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
67,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
68,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
70,6,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
71,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,7,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
73,7,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
74,7,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,7,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
78,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
84,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,7,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,7,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
92,7,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
93,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,7,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
97,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
114,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
121,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
122,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,9,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
126,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
132,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
134,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135,10,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,10,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
137,11,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
138,11,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
139,11,13,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
140,11,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
141,11,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,11,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
145,11,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
146,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
148,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
160,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
167,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
173,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182,12,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,12,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
184,13,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
185,13,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
186,13,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,13,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
189,13,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191,13,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193,14,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
194,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
196,14,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
197,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
199,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
200,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
201,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
202,14,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
203,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
205,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
206,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,14,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
211,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
212,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
213,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
214,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
215,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
216,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
218,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
220,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
222,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
223,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
224,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
225,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
227,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
228,14,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
229,14,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
230,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231,14,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
232,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
233,14,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
234,14,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
235,14,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
236,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
238,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
239,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
241,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
242,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
249,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
251,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
252,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
253,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,15,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
260,15,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
261,15,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
262,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
263,15,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
267,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,15,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
269,15,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
270,15,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,15,15,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
272,16,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
273,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
274,16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276,16,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
277,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
278,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
280,16,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
281,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
282,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
284,16,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
285,16,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
289,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
290,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
294,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
297,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
299,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
301,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,16,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
303,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
304,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,16,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
308,16,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
309,16,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
310,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
311,16,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,16,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,16,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,16,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
316,17,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
317,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,17,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
319,17,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320,17,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
321,17,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,17,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
